Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,91.83999633789062,92.0999984741211,89.87999725341797,90.81999969482422,67.27056121826172,2083400
2015-01-05,90.20999908447266,90.62999725341797,88.0199966430664,88.04000091552734,65.21143341064453,3411700
2015-01-06,88.3499984741211,89.31999969482422,85.37999725341797,85.76000213623047,63.522613525390625,4422100
2015-01-07,86.80999755859375,87.2699966430664,86.08999633789062,86.75,64.25588989257812,2249200
2015-01-08,87.48999786376953,88.58999633789062,87.44999694824219,88.41999816894531,65.49285888671875,2116700
2015-01-09,88.43000030517578,88.45999908447266,86.61000061035156,86.7699966430664,64.27069091796875,2351600
2015-01-12,86.68000030517578,86.95999908447266,85.8499984741211,86.16000366210938,63.818878173828125,2544000
2015-01-13,86.1500015258789,87.01000213623047,84.13999938964844,84.5199966430664,62.954864501953125,3591400
2015-01-14,83.16999816894531,83.9800033569336,81.83999633789062,83.0,61.82270050048828,6015400
2015-01-15,82.62000274658203,83.38999938964844,82.06999969482422,82.41999816894531,61.39065933227539,4737100
2015-01-16,82.87000274658203,84.91000366210938,82.5999984741211,84.44000244140625,62.89525604248047,4161900
2015-01-20,84.7300033569336,85.44999694824219,84.12000274658203,84.62000274658203,63.02933120727539,5253300
2015-01-21,83.94000244140625,85.55000305175781,83.66000366210938,84.77999877929688,63.148529052734375,3550200
2015-01-22,85.30999755859375,87.30999755859375,85.0999984741211,87.05999755859375,64.84675598144531,3769900
2015-01-23,86.77999877929688,87.2300033569336,86.25,86.27999877929688,64.26577758789062,2841300
2015-01-26,86.0,86.8499984741211,85.73999786376953,86.77999877929688,64.63822174072266,1860900
2015-01-27,85.76000213623047,86.27999877929688,85.19000244140625,85.5,63.6848030090332,2218500
2015-01-28,85.95999908447266,86.2300033569336,83.62000274658203,83.6500015258789,62.30685043334961,2668200
2015-01-29,83.6500015258789,85.54000091552734,83.58000183105469,85.54000091552734,63.7146110534668,3586700
2015-01-30,84.44999694824219,85.80999755859375,84.18000030517578,84.54000091552734,62.969757080078125,4301200
2015-02-02,85.01000213623047,86.38999938964844,84.29000091552734,86.18000030517578,64.19132232666016,2625700
2015-02-03,86.69000244140625,87.69999694824219,86.58000183105469,87.61000061035156,65.25643157958984,2546100
2015-02-04,87.2300033569336,88.45999908447266,87.2300033569336,87.75,65.36073303222656,3292900
2015-02-05,87.87999725341797,88.93000030517578,87.7699966430664,88.81999969482422,66.15769958496094,2571800
2015-02-06,90.12999725341797,91.79000091552734,89.80000305175781,90.44000244140625,67.3643569946289,3618700
2015-02-09,89.5,90.33000183105469,89.36000061035156,89.51000213623047,66.67167663574219,2212800
2015-02-10,90.2699966430664,90.55000305175781,89.44999694824219,90.19999694824219,67.18560791015625,1485400
2015-02-11,89.86000061035156,90.02999877929688,89.2300033569336,89.79000091552734,66.88021850585938,1515000
2015-02-12,90.30000305175781,91.55999755859375,89.87999725341797,91.55999755859375,68.19860076904297,2227800
2015-02-13,91.45999908447266,92.58000183105469,91.33000183105469,92.37999725341797,68.80936431884766,2737100
2015-02-17,92.05000305175781,92.63999938964844,91.87999725341797,92.37999725341797,68.80936431884766,2644200
2015-02-18,92.18000030517578,92.2300033569336,91.08000183105469,91.30999755859375,68.01241302490234,2099800
2015-02-19,90.93000030517578,91.66000366210938,90.55000305175781,91.62000274658203,68.24330139160156,1455600
2015-02-20,91.12999725341797,92.43000030517578,90.63999938964844,92.2699966430664,68.72746276855469,2524500
2015-02-23,91.79000091552734,92.06999969482422,91.29000091552734,91.62000274658203,68.24330139160156,1458800
2015-02-24,91.4800033569336,92.68000030517578,91.26000213623047,92.33999633789062,68.77957916259766,2317700
2015-02-25,92.13999938964844,92.51000213623047,91.98999786376953,92.2699966430664,68.72746276855469,1309900
2015-02-26,92.33999633789062,92.37000274658203,91.63999938964844,92.16000366210938,68.6455307006836,1512900
2015-02-27,91.70999908447266,92.33000183105469,91.66999816894531,91.95999908447266,68.49655151367188,1638200
2015-03-02,91.95999908447266,92.94999694824219,91.58000183105469,92.94999694824219,69.23396301269531,1298800
2015-03-03,92.5,92.77999877929688,91.68000030517578,92.33000183105469,68.77212524414062,1449300
2015-03-04,91.6500015258789,92.30999755859375,91.5199966430664,92.06999969482422,68.5784912109375,2112800
2015-03-05,92.1500015258789,92.55999755859375,91.58999633789062,92.54000091552734,68.92858123779297,2265300
2015-03-06,92.76000213623047,95.20999908447266,92.76000213623047,93.7300033569336,69.81494140625,4450900
2015-03-09,93.63999938964844,94.62999725341797,93.51000213623047,94.52999877929688,70.41082000732422,2431900
2015-03-10,93.23999786376953,93.58000183105469,92.54000091552734,92.87999725341797,69.18183898925781,3556800
2015-03-11,93.19000244140625,93.5,92.83000183105469,93.31999969482422,69.50955963134766,2356200
2015-03-12,94.58999633789062,96.70999908447266,94.5,96.62999725341797,71.97501373291016,4031800
2015-03-13,96.4800033569336,96.4800033569336,95.18000030517578,95.69000244140625,71.27483367919922,3052800
2015-03-16,96.22000122070312,96.6500015258789,95.5999984741211,95.95999908447266,71.47596740722656,2706000
2015-03-17,95.2300033569336,96.0199966430664,95.04000091552734,95.81999969482422,71.3716812133789,2580100
2015-03-18,95.37000274658203,96.48999786376953,95.27999877929688,96.02999877929688,71.52808380126953,3212600
2015-03-19,95.91999816894531,96.08000183105469,94.38999938964844,94.87000274658203,70.66407012939453,3344000
2015-03-20,95.16999816894531,96.2300033569336,94.81999969482422,95.97000122070312,71.48340606689453,3297200
2015-03-23,96.08999633789062,96.33999633789062,95.08999633789062,95.11000061035156,70.84283447265625,1909200
2015-03-24,95.0,95.19000244140625,94.38999938964844,94.44999694824219,70.35121154785156,3938500
2015-03-25,94.38999938964844,94.52999877929688,92.5,92.5,68.89878845214844,3076900
2015-03-26,92.4800033569336,93.05000305175781,91.97000122070312,92.48999786376953,68.89132690429688,3525700
2015-03-27,92.48999786376953,92.51000213623047,91.52999877929688,92.04000091552734,68.55613708496094,2720400
2015-03-30,92.62999725341797,94.55999755859375,92.62999725341797,93.8499984741211,69.90430450439453,2483400
2015-03-31,93.3499984741211,93.80999755859375,92.9800033569336,93.23999786376953,69.44998931884766,2339000
2015-04-01,93.31999969482422,93.33000183105469,92.19999694824219,92.5,68.89878845214844,3079500
2015-04-02,92.55999755859375,93.5,92.20999908447266,93.29000091552734,69.48722076416016,2226800
2015-04-06,92.05000305175781,93.12000274658203,91.5199966430664,92.48999786376953,68.89132690429688,2560000
2015-04-07,92.93000030517578,93.47000122070312,92.73999786376953,93.0199966430664,69.28608703613281,2074800
2015-04-08,93.04000091552734,93.51000213623047,92.52999877929688,92.83999633789062,69.15204620361328,2199200
2015-04-09,92.80999755859375,93.56999969482422,92.36000061035156,93.51000213623047,69.65104675292969,1824700
2015-04-10,93.3499984741211,93.91000366210938,92.94000244140625,93.4800033569336,69.62871551513672,2178700
2015-04-13,92.80000305175781,93.83999633789062,92.75,93.31999969482422,69.89085388183594,2523900
2015-04-14,92.83999633789062,93.83999633789062,92.83999633789062,93.62000274658203,70.11552429199219,4803700
2015-04-15,92.62999725341797,93.61000061035156,92.02999877929688,92.19999694824219,69.05204772949219,6130100
2015-04-16,92.05000305175781,92.20999908447266,90.76000213623047,91.76000213623047,68.72250366210938,4751600
2015-04-17,91.3499984741211,91.63999938964844,90.41999816894531,90.93000030517578,68.10088348388672,3098600
2015-04-20,91.73999786376953,91.9800033569336,91.19999694824219,91.43000030517578,68.47537231445312,2090400
2015-04-21,91.43000030517578,91.98999786376953,91.01000213623047,91.19999694824219,68.30310821533203,1862400
2015-04-22,91.06999969482422,91.9000015258789,90.63999938964844,91.41000366210938,68.46038818359375,2333100
2015-04-23,91.33000183105469,91.72000122070312,90.98999786376953,91.4000015258789,68.452880859375,2498900
2015-04-24,91.19999694824219,91.63999938964844,90.62999725341797,91.0,68.15331268310547,1969200
2015-04-27,91.44999694824219,91.72000122070312,90.6500015258789,90.81999969482422,68.01851654052734,1981300
2015-04-28,90.66999816894531,91.5199966430664,90.66999816894531,91.41000366210938,68.46038818359375,1954000
2015-04-29,91.13999938964844,92.44000244140625,91.0999984741211,91.86000061035156,68.79740142822266,2105000
2015-04-30,91.80000305175781,92.44000244140625,91.38999938964844,91.7300033569336,68.70003509521484,2047900
2015-05-01,92.33000183105469,92.45999908447266,91.68000030517578,92.0,68.90229034423828,1418900
2015-05-04,92.22000122070312,93.36000061035156,92.1500015258789,93.2699966430664,69.8534164428711,1686900
2015-05-05,92.81999969482422,94.2699966430664,92.69000244140625,93.11000061035156,69.73357391357422,2011200
2015-05-06,93.30000305175781,93.55999755859375,92.06999969482422,92.66000366210938,69.39654541015625,1876300
2015-05-07,92.54000091552734,92.76000213623047,92.1500015258789,92.37000274658203,69.17936706542969,2091200
2015-05-08,93.0199966430664,93.7699966430664,92.5,93.6500015258789,70.13801574707031,1767200
2015-05-11,93.44000244140625,94.05000305175781,93.0999984741211,93.6500015258789,70.13801574707031,1647300
2015-05-12,93.23999786376953,94.06999969482422,92.68000030517578,93.87000274658203,70.30276489257812,1988100
2015-05-13,93.55999755859375,94.61000061035156,93.41000366210938,94.19000244140625,70.54244232177734,2181800
2015-05-14,94.95999908447266,95.06999969482422,94.33999633789062,94.95999908447266,71.11910247802734,2412400
2015-05-15,94.95999908447266,95.08000183105469,93.33000183105469,93.73999786376953,70.20539855957031,2651900
2015-05-18,93.83999633789062,94.76000213623047,93.77999877929688,94.62999725341797,70.8719482421875,1195600
2015-05-19,94.76000213623047,95.69999694824219,94.66000366210938,95.55999755859375,71.5684585571289,2630100
2015-05-20,95.33000183105469,95.62999725341797,94.93000030517578,95.04000091552734,71.17901611328125,1445300
2015-05-21,94.80000305175781,95.2300033569336,94.58999633789062,94.95999908447266,71.11910247802734,1514600
2015-05-22,94.98999786376953,95.5999984741211,94.94999694824219,95.22000122070312,71.31385040283203,2114700
2015-05-26,94.91000366210938,95.08999633789062,94.19000244140625,94.61000061035156,70.85699462890625,2385400
2015-05-27,95.0,96.02999877929688,94.69000244140625,95.88999938964844,71.81561279296875,1881600
2015-05-28,95.88999938964844,96.05999755859375,95.3499984741211,96.0,71.89801025390625,1563200
2015-05-29,95.94000244140625,95.97000122070312,95.31999969482422,95.69000244140625,71.66582489013672,3669700
2015-06-01,96.13999938964844,96.13999938964844,94.55000305175781,94.62000274658203,70.86446380615234,2359800
2015-06-02,94.44000244140625,94.94000244140625,93.88999938964844,94.63999938964844,70.87944030761719,2836000
2015-06-03,95.30000305175781,96.4000015258789,95.01000213623047,96.0199966430664,71.91297149658203,2627600
2015-06-04,95.58999633789062,95.94000244140625,94.69999694824219,94.94999694824219,71.11161804199219,2269000
2015-06-05,96.08000183105469,96.8499984741211,95.66999816894531,96.51000213623047,72.27996826171875,3567700
2015-06-08,96.33999633789062,97.0,96.18000030517578,96.29000091552734,72.11519622802734,2558900
2015-06-09,96.33000183105469,97.66000366210938,96.16000366210938,97.56999969482422,73.07383728027344,2419200
2015-06-10,97.97000122070312,99.61000061035156,97.69000244140625,99.18000030517578,74.27962493896484,3594800
2015-06-11,99.12000274658203,99.58999633789062,98.58999633789062,98.77999877929688,73.98004913330078,2287200
2015-06-12,98.51000213623047,98.9000015258789,98.04000091552734,98.41999816894531,73.71043395996094,1839500
2015-06-15,97.5,98.52999877929688,97.19999694824219,97.83000183105469,73.2685546875,2788800
2015-06-16,97.8499984741211,98.76000213623047,97.61000061035156,98.54000091552734,73.8003158569336,1733600
2015-06-17,98.80999755859375,98.91000366210938,97.29000091552734,97.45999908447266,72.991455078125,2158200
2015-06-18,97.7699966430664,98.12999725341797,96.93000030517578,97.88999938964844,73.3134994506836,2671500
2015-06-19,97.44999694824219,98.02999877929688,97.05000305175781,97.12999725341797,72.74429321289062,2475000
2015-06-22,97.98999786376953,98.51000213623047,97.73999786376953,98.20999908447266,73.55316162109375,1990800
2015-06-23,98.94999694824219,99.23999786376953,98.56999969482422,99.0,74.14482116699219,1584000
2015-06-24,98.52999877929688,99.25,97.83000183105469,97.88999938964844,73.3134994506836,2545800
2015-06-25,98.41000366210938,98.4800033569336,97.20999908447266,97.4000015258789,72.94652557373047,2250300
2015-06-26,97.86000061035156,98.25,97.44000244140625,97.62000274658203,73.11129760742188,2240000
2015-06-29,96.43000030517578,97.13999938964844,95.55999755859375,95.66000366210938,71.64337921142578,2054600
2015-06-30,96.7699966430664,97.23999786376953,95.4000015258789,95.6500015258789,71.6358642578125,2333100
2015-07-01,96.88999938964844,97.5999984741211,96.55999755859375,97.05000305175781,72.68438720703125,1869000
2015-07-02,96.8499984741211,97.29000091552734,95.97000122070312,96.47000122070312,72.25,1752100
2015-07-06,95.13999938964844,96.44000244140625,95.05000305175781,96.18000030517578,72.03280639648438,1731600
2015-07-07,95.88999938964844,96.23999786376953,94.13999938964844,95.69999694824219,71.6733169555664,2327600
2015-07-08,94.94000244140625,95.33999633789062,94.08999633789062,94.13999938964844,70.5049819946289,2307500
2015-07-09,95.51000213623047,95.69000244140625,94.5999984741211,94.9000015258789,71.07418060302734,2896000
2015-07-10,96.26000213623047,96.83000183105469,95.58999633789062,96.30000305175781,72.1226806640625,3141700
2015-07-13,96.5999984741211,97.16999816894531,96.47000122070312,96.93000030517578,72.98101043701172,2627300
2015-07-14,96.30999755859375,97.58999633789062,95.9000015258789,97.5,73.41019439697266,3002700
2015-07-15,96.2699966430664,98.6500015258789,95.5,98.31999969482422,74.02758026123047,3974200
2015-07-16,99.36000061035156,99.83999633789062,98.94000244140625,99.22000122070312,74.70523834228516,2341900
2015-07-17,98.66000366210938,99.11000061035156,98.0999984741211,98.80999755859375,74.39651489257812,1746900
2015-07-20,99.11000061035156,99.9000015258789,98.80000305175781,99.52999877929688,74.93864440917969,2134100
2015-07-21,99.62000274658203,100.23999786376953,98.9000015258789,99.19999694824219,74.69017791748047,1601100
2015-07-22,99.2699966430664,100.25,99.01000213623047,99.79000091552734,75.13436889648438,1980100
2015-07-23,99.80000305175781,100.5199966430664,98.86000061035156,99.0199966430664,74.55463409423828,2407100
2015-07-24,98.81999969482422,99.33999633789062,98.23999786376953,98.33999633789062,74.04264831542969,1507800
2015-07-27,97.63999938964844,98.08999633789062,97.19000244140625,97.51000213623047,73.41770935058594,1680600
2015-07-28,98.38999938964844,98.63999938964844,97.12000274658203,98.13999938964844,73.8920669555664,1771300
2015-07-29,98.33999633789062,98.83000183105469,97.83000183105469,98.55000305175781,74.20075225830078,1689700
2015-07-30,98.29000091552734,98.94000244140625,98.16000366210938,98.66999816894531,74.29112243652344,1521200
2015-07-31,98.73999786376953,98.77999877929688,97.72000122070312,98.18000030517578,73.92217254638672,1480900
2015-08-03,98.2300033569336,98.5199966430664,97.06999969482422,97.81999969482422,73.65111541748047,1578000
2015-08-04,97.95999908447266,98.9800033569336,97.81999969482422,97.91999816894531,73.72640228271484,1420800
2015-08-05,98.72000122070312,99.55999755859375,98.26000213623047,98.58000183105469,74.22334289550781,1175900
2015-08-06,98.80000305175781,99.20999908447266,98.11000061035156,98.54000091552734,74.19320678710938,1562900
2015-08-07,98.37000274658203,99.19999694824219,97.19999694824219,97.80000305175781,73.63605499267578,1557600
2015-08-10,98.48999786376953,99.91000366210938,98.47000122070312,99.86000061035156,75.1871109008789,1919500
2015-08-11,98.4000015258789,99.02999877929688,97.4800033569336,97.91999816894531,73.72640228271484,2491900
2015-08-12,96.94000244140625,97.20999908447266,94.77999877929688,96.06999969482422,72.33351135253906,2573300
2015-08-13,94.45999908447266,96.68000030517578,93.70999908447266,96.4000015258789,72.58196258544922,1682800
2015-08-14,96.37999725341797,97.66000366210938,96.16999816894531,97.58999633789062,73.47794342041016,1503400
2015-08-17,96.91999816894531,98.54000091552734,96.83999633789062,98.05000305175781,73.82427215576172,2052800
2015-08-18,97.94999694824219,99.27999877929688,97.94999694824219,99.0,74.53956604003906,2716300
2015-08-19,98.44000244140625,98.91000366210938,97.44000244140625,97.97000122070312,73.7640609741211,2662400
2015-08-20,96.9000015258789,97.11000061035156,95.05999755859375,95.08000183105469,71.58814239501953,3240400
2015-08-21,94.18000030517578,94.94000244140625,92.22000122070312,92.27999877929688,69.47991943359375,3702200
2015-08-24,87.69999694824219,90.38999938964844,82.7699966430664,88.83000183105469,66.88233184814453,4890500
2015-08-25,91.54000091552734,91.63999938964844,85.80000305175781,85.8499984741211,64.63863372802734,3367400
2015-08-26,87.83000183105469,89.08000183105469,86.0999984741211,89.02999877929688,67.03291320800781,4152900
2015-08-27,90.05999755859375,91.38999938964844,89.62999725341797,91.33000183105469,68.76463317871094,3062500
2015-08-28,90.94000244140625,91.66999816894531,90.54000091552734,91.2300033569336,68.68934631347656,2336600
2015-08-31,90.73999786376953,91.47000122070312,90.47000122070312,91.12000274658203,68.60653686523438,2071700
2015-09-01,89.1500015258789,89.72000122070312,86.58000183105469,87.19000244140625,65.64752960205078,3271200
2015-09-02,89.0,89.29000091552734,87.70999908447266,88.94000244140625,66.96514892578125,2575100
2015-09-03,89.38999938964844,90.58999633789062,89.01000213623047,89.55000305175781,67.42445373535156,2336400
2015-09-04,88.51000213623047,88.9800033569336,87.05999755859375,87.66000366210938,66.00139617919922,3143800
2015-09-08,89.52999877929688,91.02999877929688,89.2300033569336,90.9800033569336,68.50112915039062,2866600
2015-09-09,92.2699966430664,92.43000030517578,89.76000213623047,89.95999908447266,67.73311614990234,2032200
2015-09-10,89.5999984741211,91.18000030517578,89.3499984741211,90.52999877929688,68.16229248046875,1859700
2015-09-11,89.94000244140625,90.4000015258789,89.56999969482422,90.3499984741211,68.0267562866211,1440500
2015-09-14,90.4000015258789,91.37999725341797,90.02999877929688,90.66000366210938,68.26016998291016,1743300
2015-09-15,91.08999633789062,92.33999633789062,90.88999938964844,91.97000122070312,69.24651336669922,2272600
2015-09-16,91.93000030517578,92.0,90.66000366210938,91.7699966430664,69.09593963623047,1749400
